sample	TCGA-BT-A20R-11	TCGA-GD-A3OP-11	TCGA-BT-A20U-11	TCGA-K4-A3WV-11	TCGA-CU-A0YN-11	TCGA-BL-A13J-11	TCGA-K4-A54R-11	TCGA-BT-A20N-11	TCGA-GD-A3OQ-11	TCGA-BT-A2LB-11	TCGA-BT-A20W-11	TCGA-CU-A0YR-11	TCGA-BT-A2LA-11	TCGA-K4-A5RI-11	TCGA-GC-A3WC-11	TCGA-GC-A6I3-11	TCGA-GD-A2C5-11	TCGA-BT-A20Q-11	TCGA-GC-A3BM-11
RIN1	-0.403608529	1.166291471	1.308691471	0.694891471	-1.547708529	-1.909208529	1.180591471	-1.921808529	0.426791471	1.590091471	0.074291471	-0.679208529	0.652391471	1.266091471	-0.483308529	1.748591471	-0.433708529	-1.436908529	0.507791471
NCCRP1	-1.868907905	7.712092095	8.767492095	4.048292095	-2.998107905	-4.289207905	1.371292095	-2.119407905	0.853392095	9.524592095	4.638692095	0.795792095	0.176592095	4.273992095	4.364492095	4.182092095	3.727492095	-2.421207905	0.724192095
RPS11	0.195445384	0.341245384	0.730145384	0.938245384	-0.407054616	-0.119454616	0.206545384	-0.057254616	-0.055354616	0.417645384	0.333045384	0.641645384	1.219445384	0.817845384	0.537745384	1.401945384	0.539345384	-0.206254616	0.596345384
RPS10	0.381450878	0.437650878	0.627050878	0.926450878	-0.159649122	-0.025549122	0.053750878	-0.013249122	0.036850878	0.657050878	0.192150878	0.698350878	1.419450878	0.871250878	0.409450878	1.639950878	0.224150878	0.028350878	0.343050878
RPS15	-0.263784526	0.290715474	0.807815474	0.914315474	-0.931384526	-0.902884526	0.211415474	-0.655084526	-0.654984526	0.438715474	-0.223284526	-0.293784526	1.280415474	0.942815474	-0.147084526	1.632215474	0.247815474	-0.629984526	0.368015474
CLPP	-0.798223192	-0.294223192	-0.043223192	-0.336623192	-0.373223192	-0.768123192	-0.900323192	-0.670823192	-0.812423192	0.056176808	-0.312823192	-0.670023192	0.273576808	0.093076808	-0.561423192	1.015476808	0.032276808	-0.592623192	-0.565123192
RPS18	-0.018059922	0.711040078	1.277340078	1.385440078	-0.647059922	-0.177059922	0.257540078	0.016340078	0.119540078	1.003440078	0.262840078	0.706840078	1.679040078	0.914140078	0.178040078	0.680540078	-0.028059922	-0.119459922	0.711540078
SPRR1A	-2.122746695	7.092253305	12.6827533	4.472353305	-2.603746695	-2.603746695	5.439753305	-2.603746695	5.631053305	13.3364533	5.097553305	2.350453305	5.525053305	3.252353305	4.740653305	6.892353305	6.740853305	-2.603746695	4.521453305
PUSL1	-1.681490004	0.662509996	0.982909996	0.539409996	-1.142790004	-1.244890004	1.193409996	-1.129990004	-0.397490004	0.593809996	-0.089290004	-1.037990004	1.013709996	0.766709996	-0.399890004	1.728609996	-0.230790004	-0.888790004	0.272109996
SRCIN1	-2.297621483	0.220578517	-2.823921483	1.292678517	-2.698721483	-3.380521483	2.064678517	-2.386621483	1.541878517	-1.721621483	-0.193221483	-1.620721483	1.198878517	-0.423521483	-2.291221483	-0.689521483	0.832578517	-3.896821483	0.079578517
LAMA5	0.838210215	1.404110215	0.078910215	0.990410215	0.827410215	0.481310215	1.584410215	0.581910215	1.203910215	0.083710215	0.309310215	0.593410215	0.475410215	0.447510215	0.771510215	0.782410215	1.013210215	1.203310215	1.511710215
TUBG1	-1.243538845	-0.156138845	0.438561155	-0.272038845	0.856761155	-0.612538845	-0.554838845	-0.575638845	-0.397738845	-0.396538845	-0.074338845	-0.443738845	0.016161155	-0.298838845	-1.035638845	-0.197238845	0.594161155	-0.354338845	-0.783338845
CRABP2	-1.167537183	4.036462817	5.150262817	2.657162817	-0.126837183	-3.203837183	2.818362817	-1.467237183	3.130862817	6.746162817	3.271562817	0.590262817	3.955762817	0.672662817	2.738562817	4.269062817	3.590162817	-0.914337183	2.099062817
TSSC4	0.418208631	0.693608631	0.316908631	0.420408631	0.393908631	0.514108631	0.514208631	0.426908631	-0.073591369	0.729908631	-0.167891369	0.432908631	1.248408631	1.011008631	0.387308631	2.211508631	0.537008631	0.776408631	0.021408631
SSSCA1	-0.375194147	-0.203294147	-0.046594147	-0.085294147	-0.522494147	-0.301494147	-0.513394147	-0.522494147	-0.615994147	-0.179994147	-0.535894147	-0.171194147	0.454905853	0.536905853	-0.639294147	1.670905853	-0.446394147	-0.151194147	-0.410394147
GGT6	-4.319177401	5.847222599	6.096522599	6.175922599	-3.726777401	-4.891077401	5.128722599	-5.688177401	5.621622599	5.078122599	4.099322599	2.800622599	5.670222599	3.695922599	3.579022599	1.151622599	4.649522599	-5.688177401	4.284022599
HAUS8	-1.089524893	-0.264124893	-0.121524893	-0.227524893	0.122875107	-0.894424893	0.319075107	-1.608524893	-1.031824893	0.026275107	0.228275107	-0.499524893	0.218675107	0.285875107	-0.233524893	1.535175107	-0.031324893	-1.306024893	-0.254524893
LILRP2	-0.773999095	-0.347699095	2.884500905	-0.164999095	-0.773999095	-0.773999095	-0.098299095	-0.773999095	-0.359099095	1.835300905	-0.773999095	-0.773999095	-0.773999095	-0.773999095	1.195200905	-0.773999095	-0.773999095	-0.773999095	0.413500905
HAUS7	-0.192377612	-0.081077612	-0.074577612	-0.348377612	-0.130977612	-0.469377612	-0.443677612	-0.687077612	-0.421777612	-0.528977612	0.099922388	0.004122388	0.218522388	-0.024477612	-0.406877612	1.691322388	-0.547177612	-0.462377612	-0.496477612
IFT20	0.030042669	0.192842669	0.136742669	0.683942669	-0.366857331	-0.063757331	-0.356757331	-0.121557331	-0.169357331	-0.444557331	0.151542669	-0.448957331	0.569142669	0.359142669	0.182642669	0.766542669	0.585842669	-0.103957331	-0.229057331
CPZ	2.292022357	3.360922357	0.589822357	0.717422357	4.258622357	2.641122357	2.929222357	2.977622357	3.794022357	1.384922357	4.213322357	3.182722357	0.896922357	4.322222357	4.098022357	3.254822357	3.210322357	2.686422357	2.079122357
MRPL41	-0.928050324	-0.337350324	0.295749676	-0.296150324	-0.898150324	-0.747850324	0.063549676	-0.808950324	-1.083450324	-0.358850324	-0.438150324	-0.975550324	0.507949676	0.085849676	-0.670750324	1.807149676	-0.057250324	-0.613950324	-0.562250324
DMPK	3.796412821	1.212212821	1.882012821	1.186812821	4.548512821	3.851412821	0.655212821	4.426112821	2.291012821	0.508112821	1.319912821	2.954912821	0.126712821	1.690712821	3.156612821	1.393312821	0.174512821	4.611612821	0.568012821
BANK1	-1.67275055	2.29494945	1.12484945	3.17894945	0.18564945	-1.35905055	2.22274945	1.03924945	2.73314945	2.79874945	1.54634945	1.70654945	2.30584945	3.29424945	3.57144945	2.96524945	3.19264945	0.06694945	1.88104945
SIRPG	-3.547917581	0.335482419	0.712382419	-0.679817581	-2.724317581	-2.705317581	-0.341917581	-0.865717581	0.533282419	1.548582419	2.666782419	1.499282419	0.658182419	3.192482419	2.592282419	3.207582419	1.967382419	-2.521117581	0.233482419
LOC127841	-1.081602677	-0.059202677	-0.253602677	0.776797323	-0.296202677	-1.081602677	-0.405902677	-1.081602677	-0.344802677	0.837897323	-0.014002677	-1.081602677	0.555197323	0.469097323	-1.081602677	2.372597323	0.985297323	-1.081602677	-1.081602677
RNASEH1	0.691411065	-0.471088935	-0.202588935	-0.491388935	0.264111065	0.368111065	-0.381588935	0.466411065	-0.278088935	-0.301688935	-0.050388935	-0.018088935	-0.282488935	-0.477588935	-0.368488935	0.953911065	-0.585888935	0.506511065	-0.452988935
RRP7A	-0.385260445	-0.520060445	-0.071160445	0.315839555	-1.119460445	-0.794960445	0.665139555	-0.600260445	-0.893760445	-0.046260445	-0.896360445	-0.420960445	1.057939555	0.594939555	-0.477260445	0.854339555	-0.269960445	-0.655760445	0.898739555
TOP2A	-3.389040047	-2.616740047	0.747159953	-5.448440047	2.247359953	-6.629640047	-5.211340047	-3.999540047	-2.385640047	-0.017940047	1.319659953	-2.012040047	-2.392040047	-1.284940047	-2.375240047	0.084159953	1.293859953	-5.658640047	-1.133040047
HMGN2	-0.46342991	-0.06662991	0.18457009	-0.20672991	0.51917009	-0.41772991	-0.73672991	-0.69682991	-0.56352991	-0.06482991	0.28827009	-0.04452991	0.41047009	0.21507009	-0.02552991	0.86347009	-0.28082991	-0.37792991	0.23497009
HMGN1	-1.304000414	0.234299586	0.676299586	0.160999586	-0.786900414	-1.395400414	-0.075100414	-1.493200414	-0.316000414	0.030699586	0.165499586	-0.708000414	0.082699586	-0.070700414	-0.495300414	0.620899586	0.104499586	-1.359900414	-0.207400414
MX2	-0.524124916	2.201275084	1.483875084	0.192275084	-1.063224916	-0.500424916	3.011375084	-0.329324916	0.608875084	0.543575084	0.973175084	-0.267224916	1.208775084	1.634775084	0.499175084	2.161775084	2.061975084	-1.687224916	1.191675084
MX1	-0.715968638	1.895731362	1.121231362	0.324231362	-2.259268638	-1.058668638	0.372331362	-0.704168638	0.220431362	0.421131362	0.263531362	-0.270868638	0.874931362	0.151431362	-0.613868638	0.126131362	0.041531362	-1.858468638	0.167231362
LOC541473	-2.55275229	0.46434771	0.02654771	0.14744771	-1.26165229	-0.49985229	0.14144771	-1.64595229	0.26044771	-0.78615229	-0.64985229	-0.76495229	0.47954771	0.50184771	-0.62055229	0.80844771	0.73824771	-2.55275229	1.26954771
EFTUD2	-0.729897589	-0.168497589	-0.408197589	-0.159697589	-0.791397589	-0.939197589	-0.507697589	-0.778097589	-0.484397589	-0.244897589	-0.107497589	-0.836697589	-0.400997589	-0.478997589	-0.712097589	0.166102411	0.188602411	-0.669297589	-0.574197589
ISG15	-1.337855927	1.225544073	-1.152455927	-1.946855927	-1.454055927	-2.082855927	-1.527255927	-0.561255927	-1.120555927	-0.420755927	0.267544073	-1.040155927	-0.139455927	0.393744073	-1.515655927	2.204744073	0.074744073	-1.549155927	-0.701355927
THRB	2.691630316	1.615630316	1.279430316	2.510930316	2.019330316	3.033030316	2.133130316	2.549530316	2.807130316	0.287630316	1.688130316	2.594830316	2.256530316	1.203130316	2.237930316	0.525730316	2.731730316	2.817630316	2.250530316
GPS1	-0.671012485	-0.225712485	-0.308812485	-0.323912485	-0.518312485	-0.460712485	-0.634912485	-0.664212485	-0.738212485	-0.539912485	-0.412012485	-0.346112485	-0.327212485	-0.232212485	-0.471412485	0.612987515	0.316487515	-0.448112485	-0.767712485
GDI2	-0.15402174	0.09557826	0.18297826	0.23797826	-0.17652174	-0.30042174	-0.19422174	-0.36952174	-0.16822174	0.39767826	0.13917826	-0.00082174	0.12997826	-0.30952174	-0.02162174	0.66467826	0.37137826	-0.22532174	-0.17092174
KRT17	-4.557077698	7.232122302	3.783122302	3.645322302	-5.647477698	-6.181577698	7.803422302	-7.503777698	4.653922302	8.275622302	5.632422302	3.696522302	8.154122302	4.916622302	6.443122302	8.878922302	7.067022302	-2.586477698	8.112422302
KRT16	-2.007338166	7.874761834	8.808661834	0.013961834	-5.163538166	-5.163538166	4.602661834	-3.704238166	1.599861834	10.95756183	1.681561834	0.573961834	4.294961834	1.023861834	1.648561834	3.117661834	4.922261834	-1.243738166	2.593061834
KRT15	-4.935092228	7.408207772	9.942507772	3.980107772	-6.509692228	-6.509692228	3.161307772	-5.602892228	3.415207772	9.085107772	2.609407772	-2.077492228	2.580107772	2.503407772	1.318407772	4.191607772	7.081907772	-3.664992228	3.942707772
KRT13	1.283386063	13.99778606	15.73238606	12.69338606	2.546386063	-1.740613937	12.63618606	-4.180413937	11.42948606	16.01108606	10.32408606	7.268886063	12.28788606	11.51888606	10.37928606	9.939786063	12.39768606	1.833186063	11.31968606
KRT12	-0.799944292	-0.045044292	0.028055708	-0.799944292	-0.799944292	-0.799944292	0.334055708	-0.799944292	-0.799944292	-0.250244292	2.013055708	-0.799944292	2.372655708	-0.232044292	0.315255708	2.564055708	1.398055708	-0.799944292	0.744155708
NBPF6	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	-0.6024616	0.2434384	-0.6024616	0.5850384
MTFR1	-0.261639446	-0.369839446	0.271660554	-0.629539446	-0.255639446	-0.022239446	-1.187839446	-0.293239446	-0.305139446	-0.273839446	-0.260639446	-0.520039446	-0.552539446	-0.470239446	-0.556639446	-0.441439446	0.487160554	-0.146839446	-0.864839446
CDC6	-3.806777917	-1.220177917	0.342322083	-2.877177917	0.405422083	-3.902477917	-1.542877917	-3.430477917	-1.200377917	0.113522083	1.270722084	-2.161577917	-0.941177917	-1.060577917	-2.539977917	2.105822084	0.427022083	-4.524077917	-0.951977917
CDC7	0.891335638	-2.353364362	0.165935638	-2.505564362	-0.194364362	-3.274764362	-2.433264362	-1.593664362	-1.152964362	-0.933964362	-0.536264362	-2.427164362	-0.459464362	-0.334664362	-1.435564362	0.139035638	0.887335638	-3.379764362	-1.150764362
SERF2	-0.232554428	0.310245572	0.714545572	0.173545572	-0.042754428	-0.297454428	-0.655454428	-0.306854428	-0.257954428	0.036045572	-0.234254428	-0.003554428	0.335145572	0.358045572	-0.142154428	1.055845572	0.531045572	-0.319754428	-0.295454428
HIST1H2BI	-0.440729614	-0.440729614	-0.440729614	-0.440729614	-0.440729614	-0.440729614	-0.440729614	-0.440729614	-0.440729614	0.108970386	0.189570386	-0.440729614	0.442070386	-0.440729614	0.222070386	0.778370386	-0.440729614	-0.440729614	-0.440729614
C10orf11	-0.112062786	-0.137662786	-2.286562786	1.468837214	-0.893962786	-1.544862786	0.878337214	-2.022262786	0.270937214	-1.055062786	0.678637214	-0.469762786	1.905737214	1.018437214	-0.059562786	0.289337214	0.588137214	-1.910762786	0.784737214
C10orf12	0.295100382	0.562000382	0.849400382	0.777300382	0.790700382	0.001300382	1.360600382	0.509100382	1.152600382	0.440100382	0.634700382	0.168900382	1.018200382	-0.468999618	0.413800382	-2.072399618	0.550300382	-0.130199618	1.571100382
SRPX2	0.084198229	3.485898229	1.631998229	2.937798229	0.971398229	0.778198229	3.785998229	-0.026501771	3.576898229	0.779498229	2.232198229	1.431698229	4.549398229	2.937398229	2.130398229	3.946498229	3.448598229	0.250198229	2.799998229
FAM41C	-1.358037448	-0.405537448	0.307662552	0.098462552	-0.392137448	-0.601337448	-0.747137448	-1.497837448	0.206462552	0.231062552	-0.463037448	-0.460437448	0.422662552	-1.125637448	-0.073237448	0.523362552	-0.160837448	-0.131537448	-0.782537448
ZNRD1	-1.16094295	0.55625705	0.03375705	0.14085705	-1.12154295	-1.02544295	0.16565705	-0.98454295	-0.04244295	0.55695705	0.16045705	-0.21854295	1.38525705	0.50745705	-0.17084295	1.26215705	0.49055705	-1.17734295	0.53975705
SDC1	-5.422470761	3.878329239	3.648229239	3.270429239	-2.436670761	-6.776570761	3.291029239	-5.559370761	2.719529239	4.003229239	1.924529239	-0.024670761	4.038629239	1.829729239	1.286229239	2.780929239	4.060829239	-5.018670761	3.011029239
MFSD6L	-3.054805291	2.297594709	0.214994709	3.174394709	-3.896005291	-2.588505291	1.330494709	-1.726205291	1.260094709	-0.351505291	0.228194709	-0.290005291	2.921794709	-0.483505291	0.871594709	-2.676905291	1.339794709	-2.028005291	1.117394709
TH1L	-1.015047796	-0.168647796	-0.262547796	-0.093447796	-1.258447796	-1.239047796	0.081452204	-1.327447796	-0.345647796	-0.163947796	-0.046147796	-0.738447796	0.377052204	-0.467447796	-0.560347796	-0.075647796	0.631852204	-1.440947796	-0.292947796
CPSF4	-0.762591487	-0.253991487	0.173108513	-0.143791487	-0.911091487	-0.786691487	-0.524691487	-0.820891487	-0.706991487	-0.273291487	-0.515291487	-0.585791487	-0.211591487	0.004208513	-0.640791487	1.136708513	-0.546491487	-1.284091487	-0.553291487
CPSF3	-0.577113937	-0.003213937	-0.213413937	-0.130413937	-0.259713937	-0.558513937	-0.781113937	-0.745313937	-0.304813937	-0.127613937	-0.003713937	-0.513813937	0.172886063	-0.566913937	-0.647813937	0.917886063	0.018186063	-0.441713937	-0.558313937
CPSF1	-0.669999017	-0.130499017	-0.337199017	-0.202099017	-0.437199017	-0.595499017	-0.741799017	-0.608199017	-0.163499017	-0.659199017	-0.665599017	-0.477699017	-0.612499017	0.088400983	-0.461799017	0.366300983	-0.001999017	-0.294199017	-0.179799017
MAD1L1	-0.771556528	-0.023356528	-0.238856528	-0.143156528	-0.625956528	-0.552356528	-0.576056528	-0.798156528	-0.607656528	-0.176356528	-0.344656528	-0.422756528	0.257043472	-0.021656528	-0.479456528	1.358443472	-0.097456528	-0.673156528	-0.352456528
ACAA1	-0.91562888	1.24587112	0.53057112	1.27587112	-0.73372888	-0.76302888	0.77277112	-1.06342888	0.64847112	0.86207112	0.22867112	-0.38652888	1.20477112	0.53967112	0.21967112	1.56437112	-0.15382888	-0.96122888	0.41387112
FAM100B	-1.739871479	0.639728521	0.342228521	0.524528521	-1.034271479	-1.513371479	-0.829371479	-2.025971479	-0.012371479	0.341228521	-0.019071479	-0.818071479	1.131128521	0.438428521	-0.320371479	2.327828521	0.710028521	-1.690271479	-0.425271479
PLA2G4F	-4.944355958	5.117744042	5.478044042	3.996844042	-4.944355958	-4.944355958	3.380244042	-4.944355958	4.810144042	5.229344042	2.242044042	0.305844042	2.242744042	2.179244042	1.550944042	2.015744042	3.183444042	-3.476155958	3.165744042
LRWD1	-1.285212189	-0.642512189	-0.603512189	-0.901012189	-0.818212189	-1.309912189	-0.097012189	-0.961512189	-1.013012189	-0.434312189	-0.438512189	-1.111512189	-0.441712189	-0.607312189	-0.860212189	0.625187811	-0.250312189	-0.953112189	-0.376312189
?|653553	2.236552056	3.011452056	4.813452056	2.106752056	2.153652056	2.419552056	0.587952056	3.175452056	1.422252056	4.067252056	1.428752056	2.020052056	3.084552056	1.726352056	1.997752056	2.775952056	3.108852056	2.837752056	1.889052056
MBD3	-0.294154124	0.129645876	-0.091254124	0.103445876	-0.024954124	-0.731254124	-0.073054124	-0.299954124	-0.294454124	-0.085754124	-0.259354124	-0.448754124	0.297745876	0.308845876	-0.423954124	1.540745876	0.286045876	-0.274354124	-0.106454124
TSPAN13	-0.865029028	0.023070972	0.310370972	0.626570972	-3.376529028	-2.221029028	1.034470972	-2.571929028	0.377070972	0.141070972	0.366070972	-0.841629028	0.931870972	0.314170972	-0.875729028	0.106070972	1.674470972	-3.049029028	0.715470972
TSPAN14	-1.144076598	1.125323402	0.688123402	1.676023402	-0.912476598	-0.616176598	1.141623402	-1.231976598	1.177523402	0.731623402	0.409123402	0.043823402	1.219823402	0.522123402	-0.024276598	-0.283376598	1.727323402	-1.016576598	1.114323402
TSPAN15	1.432292938	1.208992938	-0.259207062	1.805992938	1.247792938	0.641892938	0.953192938	0.837092938	1.380692938	-1.487807062	0.270292938	0.937192938	1.564292938	0.584792938	0.742992938	0.864192938	0.728292938	1.353592938	0.554892938
REXO1	0.056232517	0.479732517	0.077032517	0.246932517	-0.511767483	-0.413067483	0.627632517	-0.147267483	-0.140667483	0.581932517	-0.102167483	-0.159267483	0.629132517	0.443432517	-0.056967483	0.440532517	0.350132517	-0.406067483	0.437332517
REXO2	1.086535716	0.421735716	0.771435716	0.224135716	1.154735716	1.164935716	-0.505464284	1.123735716	0.306535716	0.869635716	0.299735716	0.792035716	0.196135716	0.492335716	0.740535716	0.149835716	0.385335716	1.153735716	-0.216464284
REXO4	-1.158729231	-0.467729231	-0.242029231	0.236970769	-0.684629231	-0.180229231	-0.535729231	-0.629829231	-0.458629231	-0.424029231	0.063370769	-0.454229231	-0.430729231	0.007670769	-0.178229231	0.703070769	-0.826529231	-0.335329231	-0.763829231
SLC25A19	-1.211925423	-1.026825423	-0.450625423	-1.726025423	-0.567625423	-0.602425423	-0.516425423	-0.363925423	-1.543325423	-0.208025423	0.016074577	-0.747425423	-1.019425423	0.065974577	-0.301625423	1.162374577	-0.163825423	-0.415625423	-1.683325423
LOC100133161	-2.196590706	1.153209294	2.350009294	-0.595990706	-3.553790706	-1.062790706	1.433609294	-1.334790706	0.715609294	1.249609294	-1.893890706	-1.064790706	0.242109294	-0.002090706	-0.260890706	0.410009294	-0.416090706	-1.682490706	0.511909294
ZNF321	-1.041356301	2.539243699	-0.435756301	3.147043699	-0.560856301	-0.703056301	1.689743699	-1.203356301	2.973143699	-0.344156301	0.725943699	0.203443699	2.097343699	1.399343699	1.648643699	0.160243699	1.493543699	-0.625456301	2.752543699
CCDC14	-1.433827031	-0.563527031	-1.238227031	-0.069427031	-0.865927031	-1.617127031	0.009272969	-1.567827031	-0.011127031	-1.022427031	-0.527027031	-1.123327031	-1.435527031	-0.856727031	-0.618827031	-1.091527031	-0.164227031	-1.152527031	-0.139327031
CCDC17	-0.008584198	0.468315802	-0.754884198	0.321015802	-0.223784198	-0.198684198	0.278415802	-0.079784198	-0.144084198	-0.178184198	-0.790184198	0.523715802	-1.219284198	0.206715802	1.494315802	0.737115802	0.728715802	0.137515802	0.684015802
LAD1	-6.680065322	3.934434678	4.977834678	4.120634678	-5.490165322	-8.072465322	4.414834678	-6.699765322	3.063134678	4.945834678	2.335934678	0.392434678	4.413034678	2.724634678	1.389534678	3.127834678	2.879634678	-6.214165322	3.267734678
CCDC12	-0.840571409	1.014828591	0.871328591	0.754628591	-0.541071409	-0.349371409	0.366728591	-0.421471409	-0.100671409	1.281828591	-0.045471409	-0.007871409	0.855628591	0.665728591	0.137128591	2.145128591	0.152528591	-0.076071409	-0.038871409
